nurseid,shift index
1,23
1,4
1,14
1,37
1,27
1,2
1,42
1,39
1,34
1,20
2,11
2,10
2,5
2,15
2,32
2,40
2,7
2,21
2,31
2,13
3,27
3,38
3,41
3,42
3,34
3,37
3,24
3,4
3,10
3,18
4,24
4,9
4,39
4,6
4,3
4,32
4,20
4,37
4,27
4,16
5,9
5,17
5,20
5,5
5,7
5,13
5,22
5,38
5,2
5,28
6,1
6,12
6,40
6,21
6,8
6,41
6,39
6,24
6,30
6,15
7,2
7,11
7,17
7,38
7,26
7,5
7,13
7,7
7,10
7,21
8,41
8,11
8,28
8,10
8,18
8,15
8,26
8,40
8,20
8,30
9,13
9,30
9,15
9,11
9,26
9,1
9,5
9,27
9,25
9,3
10,28
10,31
10,27
10,5
10,18
10,8
10,38
10,36
10,39
10,9
11,41
11,5
11,27
11,35
11,39
11,24
11,9
11,23
11,17
11,40
12,15
12,41
12,26
12,42
12,8
12,35
12,18
12,17
12,38
12,28
13,35
13,36
13,7
13,23
13,19
13,37
13,33
13,39
13,18
13,42
14,40
14,10
14,12
14,7
14,19
14,28
14,39
14,16
14,37
14,29
15,6
15,5
15,36
15,17
15,37
15,14
15,32
15,42
15,15
15,38
16,5
16,1
16,20
16,16
16,23
16,29
16,34
16,14
16,32
16,11
17,32
17,37
17,11
17,8
17,10
17,42
17,19
17,34
17,16
17,20
18,27
18,32
18,35
18,41
18,18
18,5
18,9
18,15
18,13
18,11
19,32
19,28
19,8
19,25
19,26
19,24
19,38
19,16
19,6
19,31
20,35
20,39
20,29
20,40
20,2
20,3
20,41
20,6
20,8
20,7
21,36
21,5
21,22
21,38
21,26
21,14
21,12
21,16
21,21
21,37
22,7
22,4
22,16
22,1
22,20
22,33
22,39
22,12
22,18
22,41
23,31
23,14
23,3
23,2
23,5
23,40
23,35
23,6
23,11
23,16
24,4
24,19
24,11
24,13
24,7
24,41
24,25
24,27
24,34
24,21
25,9
25,20
25,8
25,28
25,12
25,4
25,18
25,36
25,42
25,34
26,28
26,26
26,41
26,3
26,8
26,21
26,31
26,10
26,27
26,6
27,9
27,10
27,21
27,20
27,2
27,34
27,26
27,19
27,15
27,27
28,4
28,27
28,35
28,38
28,10
28,31
28,42
28,36
28,29
28,16
29,19
29,41
29,40
29,17
29,2
29,33
29,5
29,34
29,8
29,27
30,1
30,29
30,7
30,15
30,14
30,27
30,25
30,6
30,34
30,12
31,21
31,5
31,23
31,11
31,8
31,24
31,36
31,34
31,22
31,31
32,38
32,11
32,5
32,20
32,29
32,36
32,22
32,39
32,25
32,26
33,7
33,36
33,19
33,8
33,20
33,30
33,32
33,27
33,28
33,17
34,41
34,19
34,42
34,18
34,17
34,20
34,8
34,14
34,4
34,22
35,38
35,42
35,33
35,40
35,20
35,21
35,4
35,5
35,17
35,31
36,33
36,4
36,29
36,39
36,28
