nurseid,shift index
1,12
1,70
1,58
1,83
1,81
1,84
1,15
1,11
1,44
1,24
1,7
1,51
1,30
1,26
1,69
1,59
1,40
1,43
1,14
1,37
2,26
2,44
2,71
2,49
2,21
2,13
2,30
2,52
2,17
2,34
2,23
2,70
2,31
2,2
2,41
2,6
2,27
2,39
2,11
2,75
3,37
3,80
3,54
3,12
3,65
3,13
3,69
3,25
3,33
3,71
3,4
3,73
3,48
3,64
3,17
3,21
3,29
3,34
3,40
3,82
4,47
4,35
4,60
4,52
4,7
4,23
4,32
4,49
4,10
4,9
4,72
4,29
4,84
4,78
4,69
4,30
4,58
4,19
4,54
4,50
5,1
5,24
5,75
5,25
5,67
5,68
5,27
5,5
5,57
5,10
5,12
5,64
5,23
5,21
5,52
5,29
5,82
5,26
5,19
5,83
6,69
6,27
6,48
6,5
6,77
6,74
6,83
6,76
6,14
6,2
6,33
6,58
6,34
6,20
6,17
6,82
6,53
6,80
6,54
6,63
7,56
7,59
7,31
7,67
7,16
7,79
7,70
7,42
7,32
7,50
7,48
7,37
7,63
7,7
7,20
7,2
7,72
7,18
7,39
7,49
8,74
8,10
8,63
8,1
8,5
8,78
8,49
8,17
8,39
8,13
8,53
8,80
8,40
8,30
8,82
8,54
8,18
8,36
8,38
8,14
9,38
9,41
9,74
9,34
9,60
9,22
9,16
9,73
9,55
9,11
9,13
9,69
9,57
9,63
9,8
9,82
9,65
9,32
9,23
9,49
10,62
10,18
10,44
10,65
10,49
10,32
10,36
10,55
10,70
10,78
10,59
10,41
10,1
10,73
10,46
10,31
10,80
10,26
10,17
10,45
11,57
11,46
11,58
11,73
11,49
11,65
11,29
11,3
11,37
11,22
11,53
11,6
11,23
11,47
11,1
11,19
11,25
11,10
11,43
11,55
12,84
12,71
12,39
12,13
12,15
12,42
12,3
12,66
12,36
12,16
12,44
12,32
12,83
12,2
12,18
12,31
12,27
12,58
12,41
12,10
13,74
13,33
13,1
13,2
13,32
13,34
13,48
13,54
13,50
13,80
13,68
13,41
13,24
13,70
13,22
13,14
13,53
13,75
13,81
13,77
14,11
14,65
14,54
14,53
14,63
14,70
14,52
14,64
14,12
14,83
14,61
14,23
14,41
14,46
14,51
14,82
14,17
14,14
14,62
14,9
15,80
15,1
15,66
15,75
15,82
15,84
15,10
15,34
15,32
15,56
15,79
15,48
15,6
15,74
15,23
15,26
15,8
15,29
15,50
15,67
16,77
16,49
16,18
16,19
16,58
16,46
16,40
16,62
16,76
16,12
16,38
16,60
16,75
16,6
16,66
16,55
16,71
16,8
16,4
16,34
17,80
17,9
17,24
17,32
17,54
17,16
17,77
17,57
17,76
17,48
17,26
17,78
17,6
17,65
17,82
17,35
17,83
17,56
17,18
17,46
18,10
18,23
18,35
18,43
18,79
18,28
18,21
18,34
18,55
18,66
18,58
18,83
18,1
18,2
18,30
18,17
18,57
18,52
18,47
18,46
19,65
19,37
19,73
19,34
19,31
19,62
19,33
19,45
19,8
19,78
19,35
19,11
19,23
19,76
19,84
19,58
19,68
19,39
19,18
19,7
20,8
20,63
20,22
20,18
20,32
20,4
20,83
20,68
20,79
20,54
20,14
20,70
20,9
20,34
20,65
20,1
20,17
20,31
20,33
20,75
