nurseid,shift index
1,72
1,153
1,157
1,149
1,60
1,2
1,132
1,55
1,145
1,42
1,68
1,73
1,11
1,74
1,90
1,92
1,83
1,97
1,18
1,86
1,125
1,118
1,15
1,121
1,109
1,31
1,69
1,79
1,81
1,155
1,115
1,127
1,51
1,131
1,122
1,133
1,52
1,61
1,168
1,56
2,31
2,110
2,54
2,128
2,143
2,99
2,147
2,36
2,49
2,97
2,60
2,8
2,137
2,123
2,9
2,144
2,34
2,91
2,152
2,120
2,41
2,23
2,62
2,26
2,6
2,146
2,132
2,11
2,106
2,86
2,124
2,116
2,14
2,163
2,38
2,56
2,70
2,20
2,108
2,74
3,41
3,130
3,3
3,77
3,44
3,93
3,14
3,4
3,84
3,151
3,42
3,75
3,127
3,64
3,102
3,16
3,66
3,122
3,161
3,156
3,53
3,43
3,20
3,12
3,34
3,67
3,134
3,30
3,72
3,106
3,118
3,39
3,54
3,52
3,139
3,111
3,126
3,29
3,167
3,37
4,137
4,86
4,76
4,113
4,154
4,92
4,145
4,41
4,2
4,33
4,29
4,110
4,43
4,85
4,40
4,132
4,21
4,20
4,107
4,77
4,51
4,140
4,10
4,115
4,111
4,105
4,167
4,34
4,91
4,7
4,47
4,1
4,144
4,17
4,164
4,31
4,46
4,136
4,123
4,149
5,69
5,10
5,104
5,83
5,160
5,73
5,48
5,125
5,45
5,29
5,18
5,157
5,64
5,88
5,27
5,60
5,133
5,43
5,44
5,114
5,142
5,24
5,162
5,13
5,108
5,124
5,95
5,68
5,103
5,166
5,131
5,111
5,122
5,70
5,85
5,98
5,6
5,52
5,61
5,62
6,128
6,141
6,76
6,45
6,36
6,18
6,93
6,70
6,135
6,56
6,116
6,156
6,23
6,71
6,159
6,111
6,30
6,122
6,131
6,109
6,1
6,83
6,81
6,115
6,20
6,103
6,157
6,29
6,7
6,140
6,28
6,84
6,25
6,167
6,92
6,69
6,19
6,31
6,136
6,79
7,29
7,145
7,97
7,3
7,47
7,78
7,161
7,146
7,154
7,81
7,110
7,67
7,16
7,30
7,12
7,26
7,151
7,19
7,75
7,84
7,68
7,129
7,31
7,150
7,50
7,60
7,128
7,38
7,112
7,48
7,33
7,34
7,157
7,69
7,56
7,133
7,132
7,65
7,64
7,143
8,164
8,111
8,81
8,154
8,72
8,147
8,95
8,114
8,14
8,25
8,8
8,125
8,119
8,42
8,89
8,53
8,33
8,23
8,104
8,153
8,108
8,19
8,160
8,60
8,35
8,67
8,5
8,82
8,16
8,10
8,116
8,101
8,34
8,165
8,37
8,155
8,98
8,71
8,59
8,24
9,127
9,12
9,143
9,45
9,5
9,100
9,96
9,86
9,2
9,90
9,40
9,94
9,36
9,24
9,84
9,103
9,119
9,150
9,124
9,120
9,27
9,110
9,116
9,37
9,17
9,58
9,66
9,43
9,111
9,128
9,106
9,117
9,47
9,99
9,39
9,161
9,26
9,51
9,125
9,25
10,67
10,22
10,113
10,50
10,128
10,135
10,159
10,26
10,62
10,64
10,4
10,63
10,117
10,8
10,102
10,89
10,152
10,56
10,74
10,36
10,11
10,70
10,2
10,123
10,54
10,115
10,112
10,29
10,166
10,151
10,20
10,130
10,127
10,87
10,83
10,94
10,150
10,30
10,97
10,142
11,46
11,89
11,139
11,141
11,68
11,162
11,25
11,153
11,41
11,163
11,35
11,45
11,115
11,17
11,36
11,102
11,50
11,147
11,106
11,69
11,11
11,52
11,43
11,37
11,98
11,146
11,88
11,16
11,93
11,126
11,7
11,51
11,71
11,103
11,63
11,101
11,34
11,44
11,6
11,133
12,93
12,127
12,108
12,29
12,19
12,105
12,72
12,53
12,4
12,80
12,51
12,123
12,58
12,151
12,136
12,41
12,79
12,91
12,30
12,152
12,1
12,134
12,31
12,24
12,99
12,16
12,161
12,75
12,148
12,107
12,86
12,18
12,71
12,11
12,160
12,56
12,144
12,167
12,38
12,95
13,67
13,99
13,100
13,120
13,132
13,14
13,7
13,87
13,54
13,149
13,159
13,157
13,146
13,61
13,153
13,168
13,23
13,64
13,133
13,155
13,95
13,167
13,79
13,1
13,83
13,5
13,65
13,39
13,158
13,103
13,111
13,164
13,144
13,49
13,36
13,118
13,93
13,56
13,6
13,71
14,97
14,142
14,65
14,1
14,140
14,13
14,58
14,149
14,30
14,81
14,62
14,70
14,130
14,20
14,57
14,23
14,156
14,119
14,141
14,67
14,89
14,106
14,153
14,135
14,29
14,46
14,39
14,31
14,165
14,27
14,56
14,72
14,22
14,151
14,116
14,50
14,99
14,136
14,75
14,63
15,30
15,12
15,146
15,13
15,161
15,168
15,152
15,26
15,48
15,96
15,41
15,157
15,92
15,9
15,153
15,122
15,16
15,158
15,162
15,134
15,28
15,154
15,124
15,17
15,85
15,77
15,42
15,55
15,167
15,160
15,137
15,112
15,81
15,130
15,93
15,150
15,165
15,18
15,51
15,143
16,50
16,27
16,104
16,111
16,122
16,131
16,53
16,77
16,51
16,22
16,137
16,6
16,72
16,107
16,11
16,40
16,99
16,48
16,55
16,8
16,30
16,165
16,75
16,134
16,115
16,162
16,78
16,70
16,43
16,101
16,118
16,34
16,146
16,57
16,32
16,14
16,158
16,84
16,1
16,46
17,120
17,35
17,167
17,16
17,38
17,136
17,146
17,137
17,24
17,74
17,81
17,3
17,150
17,37
17,58
17,7
17,118
17,125
17,100
17,66
17,99
17,111
17,19
17,25
17,33
17,11
17,162
17,157
17,75
17,106
17,141
17,10
17,98
17,89
17,45
17,34
17,60
17,59
17,6
17,112
18,115
18,44
18,151
18,58
18,159
18,127
18,129
18,50
18,46
18,107
18,18
18,150
18,95
18,160
18,100
18,96
18,154
18,51
18,137
18,29
18,88
18,108
18,144
18,11
18,17
18,119
18,45
18,2
18,92
18,72
18,25
18,103
18,30
18,40
18,57
18,139
18,67
18,82
18,94
18,85
19,84
19,51
19,37
19,47
19,109
19,122
19,42
19,68
19,124
19,157
19,14
19,164
19,53
19,128
19,39
19,136
19,123
19,135
19,155
19,67
19,78
19,115
19,26
19,12
19,103
19,73
19,22
19,133
19,41
19,153
19,48
19,144
19,147
19,168
19,25
19,102
19,18
19,167
19,127
19,72
20,43
20,83
20,54
20,118
20,167
20,117
20,51
20,106
20,70
20,93
20,74
20,119
20,34
20,85
20,151
20,8
20,149
20,121
20,18
20,21
20,81
20,1
20,44
20,9
20,77
20,90
20,4
20,46
20,91
20,139
20,131
20,23
20,108
20,19
20,136
20,86
20,25
20,161
20,147
20,38
21,45
21,91
21,7
21,13
21,68
21,154
21,162
21,104
21,26
21,71
21,8
21,3
21,96
21,39
21,73
21,88
21,137
21,95
21,140
21,15
21,23
21,49
21,58
21,63
21,105
21,46
21,163
21,22
21,146
21,35
21,153
21,94
21,53
21,12
21,144
21,158
21,168
21,66
21,11
21,76
22,130
22,51
22,46
22,165
22,63
22,138
22,151
22,135
22,20
22,155
22,127
22,31
22,71
22,37
22,2
22,45
22,105
22,50
22,152
22,132
22,167
22,146
22,143
22,129
22,76
22,101
22,114
22,89
22,107
22,8
22,49
22,139
22,3
22,22
22,68
22,94
22,99
22,111
22,91
22,164
23,106
23,17
23,24
23,15
23,132
23,93
23,163
23,30
23,47
23,101
23,25
23,16
23,109
23,151
23,12
23,44
23,48
23,137
23,135
23,126
23,36
23,69
23,49
23,76
23,125
23,18
23,8
23,45
23,67
23,54
23,91
23,143
23,112
23,114
23,168
23,6
23,144
23,99
23,156
23,100
24,100
24,81
24,138
24,60
24,10
24,96
24,71
24,144
24,161
24,8
24,90
24,113
24,77
24,74
24,152
24,101
24,67
24,102
24,155
24,132
24,52
24,128
24,48
24,159
24,112
24,134
24,64
24,116
24,168
24,115
24,146
24,49
24,142
24,69
24,150
24,165
24,75
24,62
24,68
24,87
25,56
25,18
25,78
25,165
25,109
25,65
25,71
25,149
25,39
25,114
25,37
25,12
25,1
25,36
25,98
25,115
25,43
25,87
25,79
25,106
25,31
25,21
25,53
25,80
25,118
25,141
25,147
25,55
25,40
25,120
25,119
25,86
25,26
25,10
25,150
25,164
25,44
25,152
25,151
25,136
26,74
26,160
26,78
26,14
26,55
26,66
26,33
26,137
26,10
26,115
26,106
26,50
26,122
26,47
26,92
26,114
26,129
26,77
26,80
26,98
26,71
26,132
26,125
26,142
26,140
26,96
26,152
26,72
26,101
26,41
26,25
26,135
26,73
26,111
26,61
26,89
26,3
26,128
26,42
26,81
27,50
27,77
27,116
27,119
27,1
27,72
27,70
27,134
27,113
27,68
27,114
27,64
27,167
27,143
27,94
27,40
27,144
27,9
27,138
27,102
27,86
27,132
27,147
27,103
27,24
27,76
27,117
27,7
27,121
27,73
27,36
27,56
27,126
27,168
27,61
27,19
27,150
27,125
27,98
27,162
28,115
28,60
28,149
28,6
28,76
28,85
28,100
28,40
28,8
28,1
28,75
28,137
28,66
28,145
28,147
28,36
28,92
28,109
28,120
28,23
28,122
28,68
28,117
28,72
28,19
28,142
28,107
28,127
28,130
28,33
28,5
28,79
28,133
28,88
28,143
28,139
28,94
28,73
28,138
28,59
29,83
29,73
29,92
29,80
29,8
29,162
29,144
29,29
29,159
29,102
29,146
29,65
29,46
29,59
29,54
29,100
29,95
29,87
29,108
29,64
29,157
29,168
29,39
29,24
29,120
29,96
29,165
29,152
29,128
29,18
29,75
29,134
29,43
29,97
29,118
29,143
29,86
29,147
29,19
29,124
30,101
30,66
30,91
30,63
30,54
30,56
30,36
30,3
30,105
30,145
30,77
30,38
30,72
30,48
30,111
30,65
30,6
30,147
30,41
30,125
30,109
30,97
30,59
30,7
30,12
30,1
30,130
30,17
30,46
30,156
30,137
30,89
30,157
30,42
30,165
30,99
30,75
30,162
30,57
30,113
31,60
31,167
31,156
31,125
31,157
31,75
31,122
31,34
31,2
31,56
31,92
31,121
31,124
31,141
31,126
31,21
31,110
31,101
31,51
31,54
31,140
31,95
31,89
31,41
31,166
31,59
31,4
31,144
31,94
31,77
31,116
31,30
31,49
31,107
31,50
31,63
31,139
31,1
31,46
31,164
32,1
32,79
32,124
32,12
32,13
32,36
32,139
32,44
32,159
32,47
32,106
32,108
32,27
32,122
32,73
32,93
32,97
32,161
32,38
32,103
32,39
32,58
32,86
32,133
32,33
32,28
32,128
32,81
32,101
32,46
32,75
32,115
32,137
32,18
32,30
32,134
32,149
32,82
32,146
32,89
33,108
33,129
33,161
33,149
33,96
33,131
33,5
33,51
33,166
33,135
33,123
33,88
33,56
33,91
33,150
33,13
33,148
33,142
33,94
33,41
33,80
33,100
33,132
33,113
33,74
33,50
33,35
33,133
33,58
33,120
33,14
33,107
33,87
33,98
33,18
33,46
33,32
33,126
33,117
33,69
34,146
34,10
34,17
34,85
34,7
34,11
34,1
34,125
34,67
34,59
34,32
34,30
34,101
34,61
34,148
34,109
34,55
34,121
34,92
34,9
34,106
34,93
34,83
34,78
34,5
34,66
34,108
34,149
34,137
34,117
34,23
34,65
34,71
34,152
34,50
34,128
34,124
34,127
34,130
34,73
35,69
35,1
35,143
35,133
35,37
35,34
35,164
35,64
35,158
35,56
35,107
35,138
35,2
35,26
35,13
35,167
35,28
35,22
35,124
35,14
35,166
35,38
35,163
35,44
35,92
35,141
35,95
35,128
35,66
35,129
35,83
35,6
35,21
35,104
35,118
35,103
35,157
35,73
35,18
35,50
36,79
36,87
36,107
36,4
36,18
36,33
36,10
36,48
36,164
36,19
36,132
36,21
36,129
36,137
36,98
36,165
36,162
36,166
36,74
36,63
36,24
36,119
36,128
36,77
36,140
36,30
36,5
36,34
36,15
36,155
36,26
36,60
36,68
36,70
36,52
36,56
36,49
36,108
36,53
36,150
37,57
37,16
37,49
37,119
37,149
37,3
37,105
37,91
37,140
37,38
37,69
37,88
37,67
37,93
37,147
37,97
37,87
37,130
37,70
37,21
37,155
37,43
37,167
37,51
37,150
37,110
37,25
37,160
37,83
37,24
37,132
37,22
37,33
37,5
37,4
37,1
37,114
37,131
37,63
37,15
38,28
38,9
38,1
38,153
38,98
38,114
38,75
38,66
38,166
38,101
38,36
38,26
38,118
38,24
38,158
38,136
38,56
38,32
38,141
38,115
38,61
38,131
38,71
38,58
38,10
38,59
38,48
38,42
38,116
38,14
38,78
38,159
38,49
38,132
38,64
38,94
38,167
38,145
38,139
38,23
39,24
39,86
39,140
39,99
39,116
39,28
39,166
39,143
39,23
39,162
39,67
39,18
39,144
39,125
39,159
39,131
39,167
39,103
39,113
39,129
39,115
39,138
39,62
39,152
39,52
39,59
39,25
39,90
39,11
39,8
39,165
39,155
39,160
39,9
39,1
39,124
39,34
39,110
39,161
39,19
40,77
40,74
40,142
40,34
40,12
40,100
40,30
40,162
40,164
40,14
40,57
40,165
40,39
40,116
40,1
40,135
40,167
40,90
40,49
40,13
40,66
40,168
40,103
40,146
40,155
40,133
40,33
40,50
40,26
40,154
40,105
40,151
40,112
40,130
40,27
40,143
40,132
40,52
40,114
40,99
41,115
41,92
41,111
41,157
41,10
41,39
41,43
41,123
41,95
41,112
41,119
41,106
41,153
41,35
41,76
41,57
41,155
41,131
41,164
41,56
41,38
41,167
41,25
41,143
41,21
41,152
41,149
41,50
41,80
41,100
41,41
41,30
41,159
41,22
41,162
41,130
41,32
41,72
41,166
41,151
42,60
42,159
42,26
42,36
42,68
42,121
42,99
42,80
42,49
42,43
42,82
42,142
42,47
42,90
42,163
42,65
42,157
42,141
42,119
42,102
42,168
42,93
42,94
42,14
42,117
42,165
42,110
42,155
42,42
42,101
42,145
42,158
42,83
42,131
42,32
42,114
42,4
42,148
42,46
42,84
43,39
43,82
43,132
43,31
43,95
43,75
43,145
43,66
43,92
43,71
43,54
43,22
43,14
43,143
43,167
43,20
43,18
43,147
43,42
43,44
43,70
43,91
43,116
43,120
43,104
43,130
43,68
43,49
43,151
43,148
43,86
43,24
43,56
43,118
43,81
43,106
43,69
43,17
43,32
43,135
44,86
44,42
44,115
44,36
44,82
44,168
44,81
44,131
44,116
44,12
44,62
44,28
44,87
44,54
44,72
44,6
44,110
44,161
44,58
44,80
44,129
44,7
44,125
44,76
44,48
44,31
44,24
44,77
44,134
44,146
44,132
44,158
44,21
44,140
44,142
44,66
44,85
44,27
44,150
44,56
45,139
45,96
45,104
45,88
45,143
45,49
45,66
45,117
45,12
45,7
45,17
45,110
45,73
45,75
45,11
45,31
45,100
45,149
45,164
45,158
45,36
45,133
45,74
45,121
45,38
45,135
45,106
45,152
45,14
45,90
45,142
45,64
45,28
45,119
45,13
45,160
45,43
45,44
45,130
45,25
46,72
46,97
46,62
46,7
46,117
46,133
46,102
46,131
46,32
46,55
46,41
46,21
46,99
46,108
46,29
46,57
46,40
46,10
46,14
46,100
46,83
46,53
46,84
46,47
46,146
46,38
46,69
46,148
46,64
46,123
46,61
46,31
46,70
46,25
46,39
46,3
46,33
46,76
46,35
46,23
47,97
47,166
47,21
47,157
47,152
47,114
47,168
47,107
47,132
47,112
47,134
47,81
47,104
47,150
47,24
47,17
47,8
47,110
47,27
47,73
47,7
47,76
47,10
47,86
47,15
47,159
47,14
47,124
47,54
47,165
47,26
47,100
47,35
47,33
47,32
47,37
47,120
47,127
47,46
47,47
48,123
48,140
48,91
48,70
48,48
48,82
48,71
48,3
48,4
48,54
48,100
48,90
48,96
48,114
48,19
48,2
48,150
48,17
48,36
48,107
48,10
48,108
48,158
48,49
48,27
48,29
48,128
48,66
48,13
48,125
48,152
48,25
48,6
48,166
48,31
48,162
48,99
48,78
48,118
48,35
49,48
49,70
49,133
49,124
49,141
49,26
49,111
49,90
49,126
49,79
49,159
49,59
49,109
49,73
49,68
49,130
49,127
49,88
49,97
49,100
49,47
49,99
49,66
49,55
49,95
49,77
49,105
49,23
49,136
49,32
49,13
49,145
49,22
49,146
49,38
49,160
49,19
49,132
49,10
49,168
50,114
50,116
50,35
50,132
50,40
50,145
50,94
50,137
50,16
50,58
50,71
50,45
50,60
50,79
50,49
50,130
50,12
50,159
50,118
50,19
50,27
50,168
50,98
50,82
50,8
50,112
50,38
50,134
50,28
50,164
50,124
50,143
50,64
50,59
50,102
50,85
50,126
50,7
50,22
50,47
51,89
51,105
51,25
51,135
51,45
51,6
51,85
51,97
51,83
51,158
51,29
51,142
51,144
51,140
51,82
51,124
51,48
51,23
51,122
51,125
51,59
51,164
51,129
51,123
51,159
51,56
51,137
51,113
51,55
51,160
51,106
51,108
51,46
51,69
51,151
51,53
51,58
51,10
51,81
51,12
52,161
52,117
52,10
52,81
52,128
52,11
52,14
52,66
52,121
52,59
52,159
52,163
52,156
52,136
52,167
52,73
52,70
52,137
52,21
52,63
52,13
52,124
52,34
52,95
52,112
52,100
52,82
52,98
52,87
52,40
52,89
52,83
52,133
52,107
52,90
52,74
52,168
52,60
52,23
52,68
53,147
53,37
53,9
53,16
53,124
53,89
53,66
53,7
53,39
53,62
53,121
53,18
53,79
53,102
53,98
53,88
53,68
53,24
53,164
53,126
53,8
53,17
53,61
53,13
53,48
53,53
53,132
53,86
53,113
53,14
53,110
53,59
53,85
53,117
53,50
53,161
53,67
53,104
53,19
53,2
54,71
54,162
54,6
54,31
54,126
54,50
54,63
54,46
54,49
54,150
54,68
54,21
54,34
54,99
54,76
54,53
54,143
54,72
54,12
54,65
54,3
54,100
54,47
54,73
54,120
54,40
54,33
54,13
54,118
54,142
54,70
54,85
54,87
54,89
54,167
54,121
54,92
54,95
54,133
54,55
55,115
55,72
55,19
55,56
55,151
